id_beneficiaire,annee,region,code_region,province,milieu,genre,age,tranche_age,operateur,niveau_formation,heures_formation,formation_completee,score_evaluation_final
ALP501799,2022,Casablanca-Settat,CAS,Berrechid,Rural,Masculin,31,25-34,Mosquée,Niveau 2 (intermédiaire),58,1,42.6
ALP501800,2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,57,50-64,ONG,Niveau 3 (avancé),120,0,97.0
ALP501801,2015,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Masculin,19,15-24,ANLCA,Niveau 3 (avancé),126,0,79.8
ALP501802,2021,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,34,25-34,ANLCA,Niveau 2 (intermédiaire),48,0,65.4
ALP501803,2015,Souss-Massa,SOU,Taroudannt,Urbain,Féminin,36,35-49,Mosquée,Niveau 3 (avancé),124,1,71.0
ALP501804,2016,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,48,35-49,Mosquée,Niveau 1 (débutant),97,1,71.7
ALP501805,2020,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Féminin,46,35-49,Association partenaire,Niveau 1 (débutant),83,1,71.0
ALP501806,2022,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,40,35-49,Association partenaire,Niveau 2 (intermédiaire),170,0,57.1
ALP501807,2022,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,34,25-34,ANLCA,Niveau 1 (débutant),185,1,30.9
ALP501808,2022,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Féminin,40,35-49,ANLCA,Niveau 2 (intermédiaire),143,1,69.8
ALP501809,2018,Fès-Meknès,FES,Meknès,Rural,Masculin,60,50-64,Association partenaire,Niveau 1 (débutant),53,0,79.5
ALP501810,2021,Oriental,ORI,Figuig,Urbain,Féminin,36,35-49,Association partenaire,Niveau 2 (intermédiaire),113,1,66.3
ALP501811,2020,Fès-Meknès,FES,Boulemane,Rural,Masculin,61,50-64,Association partenaire,Niveau 1 (débutant),75,0,6.4
ALP501812,2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Masculin,54,50-64,Association partenaire,Niveau 1 (débutant),141,0,61.9
ALP501813,2016,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,17,15-24,ANLCA,Niveau 2 (intermédiaire),159,1,93.7
ALP501814,2018,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Masculin,53,50-64,Mosquée,Niveau 1 (débutant),123,0,65.0
ALP501815,2020,Marrakech-Safi,MAR,Al Haouz,Rural,Féminin,53,50-64,Mosquée,Niveau 1 (débutant),185,1,55.7
ALP501816,2022,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,61,50-64,ANLCA,Niveau 1 (débutant),173,1,52.8
ALP501817,2020,Marrakech-Safi,MAR,Safi,Rural,Masculin,16,15-24,ONG,Niveau 2 (intermédiaire),182,0,52.6
ALP501818,2016,Souss-Massa,SOU,Taroudannt,Rural,Masculin,39,35-49,ONG,Niveau 2 (intermédiaire),64,0,83.7
ALP501819,2018,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,56,50-64,ONG,Niveau 1 (débutant),164,1,79.3
ALP501820,2018,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,61,50-64,ONG,Niveau 1 (débutant),156,1,45.8
ALP501821,2017,Fès-Meknès,FES,Ifrane,Urbain,Masculin,28,25-34,ANLCA,Niveau 1 (débutant),52,1,65.0
ALP501822,2022,Drâa-Tafilalet,DRA,Errachidia,Rural,Féminin,22,15-24,ANLCA,Niveau 1 (débutant),85,0,71.5
ALP501823,2018,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Féminin,26,25-34,Association partenaire,Niveau 1 (débutant),161,1,50.9
ALP501824,2022,Fès-Meknès,FES,Fès,Urbain,Masculin,23,15-24,Mosquée,Niveau 2 (intermédiaire),187,0,61.7
ALP501825,2019,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Féminin,56,50-64,Association partenaire,Niveau 1 (débutant),104,0,54.5
ALP501826,2016,Casablanca-Settat,CAS,Settat,Urbain,Féminin,28,25-34,Mosquée,Niveau 2 (intermédiaire),124,1,71.7
ALP501827,2016,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Féminin,46,35-49,ANLCA,Niveau 3 (avancé),140,1,49.0
ALP501828,2017,Casablanca-Settat,CAS,Settat,Rural,Masculin,35,25-34,Association partenaire,Niveau 1 (débutant),96,1,40.9
ALP501829,2020,Marrakech-Safi,MAR,Essaouira,Rural,Masculin,52,50-64,Mosquée,Niveau 2 (intermédiaire),132,1,68.5
ALP501830,2023,Marrakech-Safi,MAR,Safi,Rural,Masculin,59,50-64,Association partenaire,Niveau 2 (intermédiaire),56,1,71.7
ALP501831,2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,60,50-64,ANLCA,Niveau 2 (intermédiaire),93,1,68.6
ALP501832,2016,Marrakech-Safi,MAR,Marrakech,Rural,Masculin,22,15-24,Mosquée,Niveau 2 (intermédiaire),46,0,99.3
ALP501833,2018,Fès-Meknès,FES,Taza,Urbain,Féminin,26,25-34,ANLCA,Niveau 2 (intermédiaire),103,1,70.3
ALP501834,2022,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Masculin,63,50-64,Entreprise,Niveau 1 (débutant),107,0,58.0
ALP501835,2016,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Féminin,56,50-64,Mosquée,Niveau 1 (débutant),184,0,79.4
ALP501836,2020,Casablanca-Settat,CAS,Khouribga,Urbain,Masculin,42,35-49,Association partenaire,Niveau 2 (intermédiaire),70,1,100.0
ALP501837,2015,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Féminin,33,25-34,ANLCA,Niveau 1 (débutant),184,0,56.5
ALP501838,2016,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,24,15-24,ONG,Niveau 2 (intermédiaire),191,1,82.7
ALP501839,2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Féminin,55,50-64,Association partenaire,Niveau 3 (avancé),107,1,31.7
ALP501840,2015,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,36,35-49,Association partenaire,Niveau 3 (avancé),67,1,54.5
ALP501841,2015,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Féminin,63,50-64,Association partenaire,Niveau 2 (intermédiaire),110,1,48.7
ALP501842,2015,Casablanca-Settat,CAS,Settat,Urbain,Masculin,38,35-49,Mosquée,Niveau 1 (débutant),164,1,74.6
ALP501843,2016,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,56,50-64,ANLCA,Niveau 2 (intermédiaire),53,1,46.7
ALP501844,2021,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,50,35-49,ANLCA,Niveau 2 (intermédiaire),185,1,58.8
ALP501845,2018,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Féminin,37,35-49,Mosquée,Niveau 1 (débutant),86,1,43.3
ALP501846,2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Féminin,55,50-64,ANLCA,Niveau 1 (débutant),183,1,59.8
ALP501847,2021,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,16,15-24,ANLCA,Niveau 3 (avancé),102,0,75.9
ALP501848,2015,Casablanca-Settat,CAS,Casablanca,Rural,Masculin,40,35-49,ANLCA,Niveau 1 (débutant),108,0,80.8
ALP501849,2022,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,36,35-49,ONG,Niveau 2 (intermédiaire),114,1,90.7
ALP501850,2022,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Urbain,Féminin,22,15-24,ONG,Niveau 2 (intermédiaire),62,1,77.3
ALP501851,2023,Oriental,ORI,Berkane,Rural,Féminin,20,15-24,ANLCA,Niveau 1 (débutant),74,1,55.7
ALP501852,2021,Fès-Meknès,FES,Meknès,Urbain,Féminin,38,35-49,Association partenaire,Niveau 3 (avancé),93,1,34.5
ALP501853,2022,Fès-Meknès,FES,Ifrane,Rural,Féminin,29,25-34,Entreprise,Niveau 2 (intermédiaire),67,0,90.1
ALP501854,2018,Béni Mellal-Khénifra,BMK,Azilal,Rural,Masculin,46,35-49,ONG,Niveau 2 (intermédiaire),109,0,80.0
ALP501855,2016,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,43,35-49,ONG,Niveau 1 (débutant),119,1,55.9
ALP501856,2016,Casablanca-Settat,CAS,Settat,Urbain,Masculin,20,15-24,Entreprise,Niveau 3 (avancé),188,1,89.7
ALP501857,2015,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Féminin,42,35-49,ONG,Niveau 1 (débutant),196,0,45.8
ALP501858,2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,58,50-64,Association partenaire,Niveau 3 (avancé),139,1,64.7
ALP501859,2022,Béni Mellal-Khénifra,BMK,Azilal,Rural,Masculin,40,35-49,Association partenaire,Niveau 2 (intermédiaire),107,1,72.0
ALP501860,2015,Souss-Massa,SOU,Tata,Urbain,Féminin,23,15-24,ANLCA,Niveau 2 (intermédiaire),126,0,59.0
ALP501861,2017,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Féminin,41,35-49,Association partenaire,Niveau 1 (débutant),119,0,48.5
ALP501862,2019,Fès-Meknès,FES,Séfrou,Rural,Féminin,36,35-49,ANLCA,Niveau 2 (intermédiaire),104,0,58.5
ALP501863,2020,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,29,25-34,ANLCA,Niveau 3 (avancé),91,1,56.2
ALP501864,2016,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Masculin,40,35-49,Association partenaire,Niveau 1 (débutant),115,1,74.3
ALP501865,2021,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,57,50-64,Association partenaire,Niveau 2 (intermédiaire),88,1,74.2
ALP501866,2016,Souss-Massa,SOU,Tata,Rural,Féminin,37,35-49,Association partenaire,Niveau 3 (avancé),51,1,38.8
ALP501867,2017,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Féminin,40,35-49,ONG,Niveau 1 (débutant),83,0,52.9
ALP501868,2016,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,32,25-34,Association partenaire,Niveau 1 (débutant),167,0,100.0
ALP501869,2022,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Féminin,20,15-24,ANLCA,Niveau 2 (intermédiaire),186,1,56.8
ALP501870,2023,Marrakech-Safi,MAR,Safi,Rural,Féminin,31,25-34,Entreprise,Niveau 2 (intermédiaire),64,1,83.1
ALP501871,2019,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,61,50-64,Association partenaire,Niveau 2 (intermédiaire),122,0,62.7
ALP501872,2017,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,42,35-49,Association partenaire,Niveau 1 (débutant),190,1,100.0
ALP501873,2016,Fès-Meknès,FES,El Hajeb,Urbain,Masculin,35,25-34,Association partenaire,Niveau 3 (avancé),91,0,73.6
ALP501874,2023,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Masculin,19,15-24,Association partenaire,Niveau 1 (débutant),110,0,58.7
ALP501875,2017,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Féminin,24,15-24,Mosquée,Niveau 1 (débutant),42,1,92.3
ALP501876,2018,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,25,15-24,Association partenaire,Niveau 2 (intermédiaire),65,1,44.6
ALP501877,2019,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,23,15-24,Association partenaire,Niveau 3 (avancé),102,1,56.8
ALP501878,2020,Fès-Meknès,FES,Séfrou,Rural,Féminin,60,50-64,ONG,Niveau 2 (intermédiaire),160,0,73.3
ALP501879,2018,Guelmim-Oued Noun,GUE,Assa-Zag,Urbain,Masculin,47,35-49,ANLCA,Niveau 1 (débutant),197,1,62.6
ALP501880,2021,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,50,35-49,ANLCA,Niveau 1 (débutant),184,1,52.1
ALP501881,2018,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Masculin,19,15-24,Association partenaire,Niveau 3 (avancé),87,1,57.8
ALP501882,2021,Oriental,ORI,Taourirt,Rural,Masculin,38,35-49,ANLCA,Niveau 3 (avancé),46,0,57.7
ALP501883,2017,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Masculin,29,25-34,ONG,Niveau 3 (avancé),146,0,68.8
ALP501884,2015,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,58,50-64,ONG,Niveau 2 (intermédiaire),182,1,49.1
ALP501885,2019,Casablanca-Settat,CAS,Berrechid,Urbain,Féminin,63,50-64,Mosquée,Niveau 1 (débutant),42,1,69.4
ALP501886,2017,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,25,15-24,Association partenaire,Niveau 2 (intermédiaire),171,1,71.9
ALP501887,2016,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Féminin,26,25-34,ANLCA,Niveau 3 (avancé),155,1,63.3
ALP501888,2020,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,45,35-49,ONG,Niveau 2 (intermédiaire),165,1,49.2
ALP501889,2016,Fès-Meknès,FES,Ifrane,Urbain,Féminin,37,35-49,ANLCA,Niveau 2 (intermédiaire),87,1,38.9
ALP501890,2021,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,30,25-34,ONG,Niveau 3 (avancé),130,1,63.2
ALP501891,2022,Fès-Meknès,FES,Meknès,Rural,Féminin,16,15-24,ANLCA,Niveau 3 (avancé),118,1,65.1
ALP501892,2015,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,43,35-49,Association partenaire,Niveau 2 (intermédiaire),135,1,96.0
ALP501893,2022,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,52,50-64,Association partenaire,Niveau 1 (débutant),124,0,82.5
ALP501894,2017,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,23,15-24,Mosquée,Niveau 1 (débutant),131,1,82.5
ALP501895,2023,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,34,25-34,ANLCA,Niveau 1 (débutant),170,1,38.6
ALP501896,2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Masculin,36,35-49,ONG,Niveau 2 (intermédiaire),43,0,63.1
ALP501897,2020,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,61,50-64,ONG,Niveau 2 (intermédiaire),112,0,87.1
ALP501898,2023,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,27,25-34,ANLCA,Niveau 1 (débutant),118,1,76.6
ALP501899,2021,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,51,50-64,Association partenaire,Niveau 1 (débutant),75,1,55.0
ALP501900,2020,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,42,35-49,Association partenaire,Niveau 3 (avancé),124,1,69.0
ALP501901,2015,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,39,35-49,Mosquée,Niveau 1 (débutant),192,0,44.1
ALP501902,2015,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Masculin,48,35-49,Entreprise,Niveau 3 (avancé),121,1,26.8
ALP501903,2017,Souss-Massa,SOU,Taroudannt,Urbain,Masculin,22,15-24,ANLCA,Niveau 1 (débutant),40,0,53.9
ALP501904,2019,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,15,,Mosquée,Niveau 1 (débutant),91,0,48.4
ALP501905,2022,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,16,15-24,ANLCA,Niveau 2 (intermédiaire),56,0,64.1
ALP501906,2019,Marrakech-Safi,MAR,Safi,Urbain,Masculin,45,35-49,ANLCA,Niveau 2 (intermédiaire),128,1,52.5
ALP501907,2021,Oriental,ORI,Driouch,Rural,Masculin,23,15-24,Entreprise,Niveau 1 (débutant),181,1,74.3
ALP501908,2019,Fès-Meknès,FES,Taounate,Rural,Féminin,17,15-24,ONG,Niveau 3 (avancé),114,1,60.9
ALP501909,2023,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,44,35-49,ONG,Niveau 2 (intermédiaire),140,1,73.0
ALP501910,2023,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,51,50-64,ANLCA,Niveau 2 (intermédiaire),110,1,64.3
ALP501911,2016,Oriental,ORI,Driouch,Rural,Féminin,57,50-64,ANLCA,Niveau 1 (débutant),138,0,78.5
ALP501912,2018,Souss-Massa,SOU,Tiznit,Rural,Masculin,44,35-49,ANLCA,Niveau 2 (intermédiaire),177,0,53.2
ALP501913,2015,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Urbain,Féminin,64,50-64,ONG,Niveau 3 (avancé),80,0,62.0
ALP501914,2021,Fès-Meknès,FES,Moulay Yacoub,Rural,Masculin,22,15-24,Mosquée,Niveau 2 (intermédiaire),43,1,50.9
ALP501915,2023,Casablanca-Settat,CAS,Mohammadia,Rural,Masculin,47,35-49,Association partenaire,Niveau 2 (intermédiaire),153,1,48.9
ALP501916,2016,Fès-Meknès,FES,Fès,Urbain,Féminin,22,15-24,Entreprise,Niveau 1 (débutant),135,0,49.4
ALP501917,2021,Souss-Massa,SOU,Tiznit,Urbain,Féminin,20,15-24,Mosquée,Niveau 2 (intermédiaire),60,1,58.0
ALP501918,2019,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Masculin,47,35-49,Entreprise,Niveau 3 (avancé),88,0,63.7
ALP501919,2021,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,51,50-64,Mosquée,Niveau 1 (débutant),56,0,81.4
ALP501920,2018,Souss-Massa,SOU,Tiznit,Urbain,Féminin,57,50-64,Association partenaire,Niveau 2 (intermédiaire),195,0,79.2
ALP501921,2018,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,53,50-64,Association partenaire,Niveau 2 (intermédiaire),43,1,78.2
ALP501922,2017,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,36,35-49,ANLCA,Niveau 1 (débutant),127,1,49.8
ALP501923,2023,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,50,35-49,ANLCA,Niveau 3 (avancé),59,1,26.3
ALP501924,2017,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,62,50-64,ANLCA,Niveau 1 (débutant),141,0,81.7
ALP501925,2019,Fès-Meknès,FES,Fès,Rural,Féminin,52,50-64,Mosquée,Niveau 2 (intermédiaire),72,1,51.1
ALP501926,2020,Fès-Meknès,FES,Fès,Rural,Féminin,18,15-24,ONG,Niveau 2 (intermédiaire),67,1,49.1
ALP501927,2015,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Féminin,17,15-24,Association partenaire,Niveau 3 (avancé),125,1,100.0
ALP501928,2020,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Féminin,42,35-49,Entreprise,Niveau 1 (débutant),161,1,57.1
ALP501929,2021,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,42,35-49,Association partenaire,Niveau 3 (avancé),62,1,49.1
ALP501930,2022,Drâa-Tafilalet,DRA,Midelt,Rural,Féminin,25,15-24,Mosquée,Niveau 2 (intermédiaire),181,0,57.4
ALP501931,2019,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,22,15-24,Mosquée,Niveau 2 (intermédiaire),154,1,82.5
ALP501932,2017,Fès-Meknès,FES,Ifrane,Rural,Féminin,33,25-34,ANLCA,Niveau 1 (débutant),91,1,72.9
ALP501933,2022,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,20,15-24,ANLCA,Niveau 2 (intermédiaire),88,1,36.7
ALP501934,2022,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,23,15-24,ANLCA,Niveau 2 (intermédiaire),53,0,93.9
ALP501935,2017,Oriental,ORI,Driouch,Urbain,Masculin,24,15-24,Mosquée,Niveau 2 (intermédiaire),131,0,58.2
ALP501936,2016,Béni Mellal-Khénifra,BMK,Azilal,Rural,Masculin,17,15-24,Association partenaire,Niveau 1 (débutant),55,1,43.3
ALP501937,2021,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,21,15-24,Entreprise,Niveau 1 (débutant),109,0,59.0
ALP501938,2016,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Masculin,63,50-64,ANLCA,Niveau 3 (avancé),112,1,75.8
ALP501939,2019,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,25,15-24,Mosquée,Niveau 2 (intermédiaire),198,1,61.8
ALP501940,2017,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Rural,Féminin,62,50-64,ONG,Niveau 3 (avancé),84,0,55.4
ALP501941,2017,Fès-Meknès,FES,Taounate,Urbain,Féminin,58,50-64,ONG,Niveau 1 (débutant),74,1,47.2
ALP501942,2023,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Masculin,21,15-24,ONG,Niveau 2 (intermédiaire),184,1,87.6
ALP501943,2017,Marrakech-Safi,MAR,Marrakech,Urbain,Féminin,30,25-34,ANLCA,Niveau 2 (intermédiaire),167,0,71.8
ALP501944,2020,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,61,50-64,Mosquée,Niveau 2 (intermédiaire),114,1,60.6
ALP501945,2016,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Féminin,59,50-64,Association partenaire,Niveau 2 (intermédiaire),168,0,63.5
ALP501946,2021,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Masculin,45,35-49,ANLCA,Niveau 1 (débutant),78,1,85.0
ALP501947,2023,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,19,15-24,ANLCA,Niveau 3 (avancé),79,0,86.1
ALP501948,2022,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,23,15-24,ANLCA,Niveau 2 (intermédiaire),117,1,58.3
ALP501949,2023,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,16,15-24,Mosquée,Niveau 1 (débutant),196,1,70.2
ALP501950,2020,Fès-Meknès,FES,Séfrou,Rural,Féminin,32,25-34,Mosquée,Niveau 3 (avancé),51,1,75.2
ALP501951,2016,Fès-Meknès,FES,Séfrou,Rural,Masculin,27,25-34,Association partenaire,Niveau 2 (intermédiaire),133,1,77.8
ALP501952,2015,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,56,50-64,Association partenaire,Niveau 3 (avancé),125,1,64.1
ALP501953,2018,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,21,15-24,ANLCA,Niveau 1 (débutant),164,1,95.9
ALP501954,2020,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,58,50-64,Association partenaire,Niveau 3 (avancé),121,1,59.2
ALP501955,2015,Oriental,ORI,Taourirt,Urbain,Masculin,27,25-34,ANLCA,Niveau 3 (avancé),170,0,85.6
ALP501956,2019,Fès-Meknès,FES,Ifrane,Rural,Féminin,44,35-49,Mosquée,Niveau 1 (débutant),85,1,83.2
ALP501957,2018,Souss-Massa,SOU,Tata,Urbain,Féminin,49,35-49,Association partenaire,Niveau 3 (avancé),176,1,64.8
ALP501958,2018,Drâa-Tafilalet,DRA,Zagora,Rural,Féminin,24,15-24,ANLCA,Niveau 1 (débutant),70,1,70.1
ALP501959,2022,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,52,50-64,Mosquée,Niveau 1 (débutant),179,1,64.9
ALP501960,2015,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Urbain,Féminin,59,50-64,ANLCA,Niveau 3 (avancé),115,1,55.7
ALP501961,2020,Fès-Meknès,FES,El Hajeb,Urbain,Féminin,42,35-49,Entreprise,Niveau 1 (débutant),147,1,79.6
ALP501962,2018,Fès-Meknès,FES,Taza,Urbain,Masculin,39,35-49,Mosquée,Niveau 2 (intermédiaire),60,0,66.6
ALP501963,2018,Drâa-Tafilalet,DRA,Tinghir,Urbain,Masculin,47,35-49,ONG,Niveau 2 (intermédiaire),78,1,76.7
ALP501964,2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,37,35-49,ONG,Niveau 3 (avancé),193,0,34.4
ALP501965,2023,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,51,50-64,Entreprise,Niveau 2 (intermédiaire),143,0,87.2
ALP501966,2015,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,36,35-49,Association partenaire,Niveau 2 (intermédiaire),143,0,56.2
ALP501967,2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Masculin,55,50-64,ANLCA,Niveau 2 (intermédiaire),185,1,27.9
ALP501968,2021,Fès-Meknès,FES,Taza,Rural,Féminin,52,50-64,ANLCA,Niveau 1 (débutant),80,0,74.0
ALP501969,2016,Casablanca-Settat,CAS,Settat,Rural,Masculin,48,35-49,Mosquée,Niveau 1 (débutant),108,1,80.5
ALP501970,2023,Oriental,ORI,Figuig,Urbain,Féminin,46,35-49,ANLCA,Niveau 3 (avancé),46,1,54.1
ALP501971,2022,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,21,15-24,ANLCA,Niveau 2 (intermédiaire),71,1,76.0
ALP501972,2020,Souss-Massa,SOU,Taroudannt,Rural,Féminin,45,35-49,Entreprise,Niveau 3 (avancé),94,1,84.9
ALP501973,2017,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,30,25-34,Association partenaire,Niveau 2 (intermédiaire),196,0,82.4
ALP501974,2020,Souss-Massa,SOU,Taroudannt,Rural,Féminin,47,35-49,Association partenaire,Niveau 2 (intermédiaire),136,0,83.0
ALP501975,2018,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,16,15-24,ONG,Niveau 3 (avancé),176,1,86.1
ALP501976,2015,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,29,25-34,Mosquée,Niveau 1 (débutant),127,1,41.9
ALP501977,2021,Fès-Meknès,FES,Meknès,Rural,Masculin,64,50-64,Association partenaire,Niveau 1 (débutant),132,0,50.6
ALP501978,2018,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Féminin,55,50-64,ONG,Niveau 1 (débutant),102,0,54.9
ALP501979,2015,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,62,50-64,Mosquée,Niveau 3 (avancé),48,1,41.8
ALP501980,2019,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,56,50-64,Mosquée,Niveau 1 (débutant),82,0,58.8
ALP501981,2018,Fès-Meknès,FES,Moulay Yacoub,Rural,Féminin,38,35-49,ANLCA,Niveau 2 (intermédiaire),160,1,87.0
ALP501982,2015,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Masculin,51,50-64,ANLCA,Niveau 1 (débutant),192,1,71.3
ALP501983,2023,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,57,50-64,Mosquée,Niveau 2 (intermédiaire),94,1,74.0
ALP501984,2021,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,57,50-64,ONG,Niveau 3 (avancé),127,0,29.0
ALP501985,2021,Fès-Meknès,FES,El Hajeb,Rural,Féminin,29,25-34,ANLCA,Niveau 2 (intermédiaire),177,1,87.6
ALP501986,2022,Oriental,ORI,Figuig,Rural,Masculin,22,15-24,ONG,Niveau 1 (débutant),40,0,81.6
