id_etablissement,nom_etablissement,annee_scolaire,region,code_region,province,milieu,secteur,cycle,nb_classes,effectif_eleves,annee_creation,equipement_bibliotheque,equipement_laboratoire,equipement_salle_sport,acces_internet,cantine,latitude,longitude
ETB11421,École 391-MAR,2020-2021,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Primaire,16,280,2004,0,1,1,1,1,29.63292,-8.40967
ETB11422,Collège 292-TAN,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Collégial,18,395,1961,0,0,1,1,0,29.45703,-11.28612
ETB11423,École 149-CAS,2021-2022,Casablanca-Settat,CAS,Berrechid,Urbain,Privé,Primaire,32,348,1960,0,0,1,1,1,29.0959,-1.8862
ETB11424,Collège 270-FES,2021-2022,Fès-Meknès,FES,El Hajeb,Rural,Public,Collégial,25,475,1970,0,1,0,1,1,32.7435,-2.16929
ETB11425,Université 266-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Supérieur,29,2766,2009,1,0,0,1,1,35.8336,-1.71759
ETB11426,OFPPT 267-CAS,2021-2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Public,Formation Professionnelle,4,232,1974,1,0,0,0,0,32.42151,-11.81624
ETB11427,École 263-SOU,2023-2024,Souss-Massa,SOU,Tiznit,Urbain,Privé,Primaire,24,278,2011,1,1,0,0,0,30.57031,-8.41754
ETB11428,École 289-CAS,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Privé,Primaire,26,202,2001,0,1,1,0,1,32.38182,-6.89626
ETB11429,Lycée 77-FES,2020-2021,Fès-Meknès,FES,El Hajeb,Rural,Privé,Qualifiant,20,558,2003,1,0,1,0,0,34.0682,-6.85717
ETB11430,Collège 230-MAR,2015-2016,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Collégial,24,436,1965,0,0,1,1,1,35.46655,-11.88267
ETB11431,Lycée 405-MAR,2020-2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Privé,Qualifiant,22,394,1975,0,1,0,1,0,32.12104,-5.59931
ETB11432,Jardin 366-MAR,2020-2021,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Préscolaire,34,72,2006,1,0,1,1,0,30.39282,-4.44478
ETB11433,École 151-CAS,2015-2016,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,10,280,1976,1,0,0,0,0,32.47185,-3.60675
ETB11434,École 156-BMK,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Public,Primaire,10,245,1960,0,1,0,1,0,31.53857,-8.9546
ETB11435,École 302-ORI,2023-2024,Oriental,ORI,Taourirt,Urbain,Public,Primaire,7,145,2007,1,1,1,1,1,31.23897,-8.31949
ETB11436,Collège 434-GUE,2017-2018,Guelmim-Oued Noun,GUE,Assa-Zag,Rural,Public,Collégial,20,541,1965,1,0,0,1,0,33.03001,-1.64688
ETB11437,Collège 99-BMK,2015-2016,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Public,Collégial,18,409,1976,0,0,1,1,0,33.10899,-6.20999
ETB11438,Lycée 105-BMK,2019-2020,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Public,Qualifiant,17,425,1960,1,0,1,0,0,31.48607,-6.58846
ETB11439,Collège 349-LAA,2015-2016,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Rural,Public,Collégial,28,254,1982,1,0,1,0,0,31.0841,-2.93829
ETB11440,Collège 225-TAN,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Collégial,11,433,2016,0,1,1,1,0,27.95019,-4.835
ETB11441,École 278-ORI,2021-2022,Oriental,ORI,Jerada,Urbain,Public,Primaire,4,200,1999,0,0,0,1,1,29.37934,-3.11601
ETB11442,Collège 295-MAR,2021-2022,Marrakech-Safi,MAR,Al Haouz,Rural,Public,Collégial,19,247,2003,0,0,0,0,0,33.85372,-5.62208
ETB11443,École 405-SOU,2022-2023,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Public,Primaire,13,263,2016,0,1,1,0,1,28.25901,-8.41399
ETB11444,École 211-CAS,2017-2018,Casablanca-Settat,CAS,Mohammadia,Rural,Public,Primaire,25,266,1985,0,0,0,1,1,34.36963,-8.28916
ETB11445,École 83-CAS,2019-2020,Casablanca-Settat,CAS,Benslimane,Rural,Public,Primaire,30,420,1993,0,0,1,1,0,32.12197,-7.55709
ETB11446,Jardin 33-ORI,2015-2016,Oriental,ORI,Taourirt,Urbain,Privé,Préscolaire,21,70,1988,1,1,0,1,0,29.46558,-3.1512
ETB11447,Lycée 235-FES,2021-2022,Fès-Meknès,FES,Ifrane,Urbain,Public,Qualifiant,18,430,1983,1,1,1,0,0,31.33349,-12.78047
ETB11448,Collège 380-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Privé,Collégial,7,400,2011,0,1,0,0,0,28.29608,-3.81291
ETB11449,Jardin 23-MAR,2023-2024,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Préscolaire,19,56,2016,0,1,1,1,0,31.81991,-7.33955
ETB11450,Lycée 104-CAS,2015-2016,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Qualifiant,19,346,1996,0,0,1,1,1,34.36994,-10.72103
ETB11451,Collège 113-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Privé,Collégial,22,426,2020,1,0,0,1,0,32.32048,-8.49883
ETB11452,Lycée 83-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Qualifiant,11,364,1989,1,0,0,0,0,32.28054,-4.54091
ETB11453,Collège 304-MAR,2019-2020,Marrakech-Safi,MAR,Al Haouz,Rural,Public,Collégial,9,664,2003,0,0,0,0,1,30.6159,-8.00142
ETB11454,École 424-CAS,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Primaire,26,336,1967,1,0,0,0,1,30.7493,-8.53095
ETB11455,Collège 327-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Public,Collégial,14,413,2004,1,0,1,1,0,33.19122,-3.9
ETB11456,Lycée 232-MAR,2019-2020,Marrakech-Safi,MAR,Youssoufia,Urbain,Public,Qualifiant,18,354,1960,0,1,0,1,0,32.753,-7.21659
ETB11457,Jardin 49-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Privé,Préscolaire,28,59,1994,1,0,1,1,1,29.68668,-8.52354
ETB11458,OFPPT 146-MAR,2016-2017,Marrakech-Safi,MAR,Al Haouz,Urbain,Privé,Formation Professionnelle,18,350,1995,1,0,1,0,1,33.03921,-8.08616
ETB11459,École 345-SOU,2019-2020,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Public,Primaire,13,209,2003,0,0,0,1,1,28.98388,-9.26373
ETB11460,École 127-FES,2015-2016,Fès-Meknès,FES,Boulemane,Rural,Privé,Primaire,32,266,2021,0,0,1,0,0,32.00175,-2.43234
ETB11461,OFPPT 439-MAR,2022-2023,Marrakech-Safi,MAR,Safi,Rural,Public,Formation Professionnelle,19,285,1972,1,1,0,0,0,32.76996,-5.31833
ETB11462,Jardin 282-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Préscolaire,21,72,1969,1,1,0,1,0,28.84155,-10.51283
ETB11463,Collège 378-SOU,2020-2021,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Public,Collégial,26,383,1994,0,1,1,1,1,29.66762,-3.02118
ETB11464,École 161-SOU,2015-2016,Souss-Massa,SOU,Tata,Urbain,Public,Primaire,28,263,1961,1,1,1,0,1,33.60745,-8.45219
ETB11465,Lycée 392-CAS,2023-2024,Casablanca-Settat,CAS,Settat,Urbain,Public,Qualifiant,32,348,1998,0,1,1,0,1,31.06227,-4.5038
ETB11466,Collège 138-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Collégial,13,542,1992,1,1,1,1,0,34.05104,-10.62418
ETB11467,École 76-TAN,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Public,Primaire,31,480,2002,0,0,0,1,1,32.17673,-7.82795
ETB11468,École 482-CAS,2022-2023,Casablanca-Settat,CAS,El Jadida,Rural,Public,Primaire,15,195,1984,0,0,0,1,0,32.79828,-10.29039
ETB11469,Collège 333-TAN,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Public,Collégial,4,481,1986,1,1,1,1,0,31.91773,-13.01475
ETB11470,Collège 111-TAN,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Public,Collégial,19,490,2007,0,0,0,1,0,35.29021,-11.04762
ETB11471,Collège 9-DRA,2020-2021,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Public,Collégial,12,365,1997,1,1,1,0,0,35.62595,-10.34257
ETB11472,Collège 18-MAR,2022-2023,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Collégial,16,297,1962,1,1,0,1,1,33.05133,-11.53276
ETB11473,Lycée 468-MAR,2016-2017,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Qualifiant,20,247,1988,1,1,1,1,0,27.84664,-1.30665
ETB11474,Lycée 374-DRA,2018-2019,Drâa-Tafilalet,DRA,Errachidia,Urbain,Public,Qualifiant,31,330,1970,0,1,1,1,0,29.31135,-9.19162
ETB11475,Lycée 58-RAB,2022-2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Privé,Qualifiant,9,384,2003,1,1,1,1,1,29.97173,-7.96714
ETB11476,Collège 261-MAR,2023-2024,Marrakech-Safi,MAR,Marrakech,Rural,Public,Collégial,9,391,1965,1,1,0,1,1,30.00306,-4.14098
ETB11477,École 475-CAS,2021-2022,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Primaire,20,321,2005,0,1,0,1,1,33.10044,-4.49941
ETB11478,École 422-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Primaire,9,364,1965,0,1,1,1,1,28.87492,-9.06894
ETB11479,Collège 197-SOU,2023-2024,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Public,Collégial,26,397,1963,0,0,0,1,1,33.28075,-11.21299
ETB11480,Collège 8-CAS,2016-2017,Casablanca-Settat,CAS,Benslimane,Rural,Public,Collégial,32,341,2009,1,1,0,1,0,31.89134,-3.45441
ETB11481,Lycée 207-CAS,2017-2018,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Qualifiant,6,543,2016,0,1,1,1,0,29.7612,-4.69632
ETB11482,École 374-TAN,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Primaire,5,317,2007,0,0,0,1,0,34.32629,-6.10579
ETB11483,École 449-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Primaire,19,283,2003,0,0,0,1,0,31.9144,-11.83204
ETB11484,École 82-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Public,Primaire,18,375,1998,0,0,0,1,0,35.6819,-2.01326
ETB11485,OFPPT 458-CAS,2019-2020,Casablanca-Settat,CAS,Benslimane,Rural,Public,Formation Professionnelle,26,401,1998,0,0,0,1,0,30.23062,-10.75944
ETB11486,École 363-CAS,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Privé,Primaire,28,317,1966,1,1,0,1,0,35.15393,-8.97699
ETB11487,École 36-FES,2018-2019,Fès-Meknès,FES,Fès,Urbain,Public,Primaire,14,324,2003,1,1,1,1,1,28.52506,-11.68175
ETB11488,École 175-MAR,2016-2017,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,30,276,2002,0,0,1,1,1,32.94762,-4.85558
ETB11489,Lycée 9-LAA,2022-2023,Laâyoune-Sakia El Hamra,LAA,Boujdour,Urbain,Public,Qualifiant,5,283,1992,0,0,0,1,0,28.0275,-3.91579
ETB11490,Jardin 383-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Préscolaire,19,65,2019,1,0,1,0,0,31.83662,-10.57439
ETB11491,École 385-BMK,2018-2019,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Privé,Primaire,32,291,2002,1,1,0,1,0,35.48405,-11.72457
ETB11492,École 125-DRA,2019-2020,Drâa-Tafilalet,DRA,Errachidia,Urbain,Public,Primaire,33,252,1981,0,1,1,0,1,33.36563,-9.44723
ETB11493,Collège 415-TAN,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Public,Collégial,14,544,2013,1,0,0,0,0,30.95607,-1.45552
ETB11494,École 330-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Public,Primaire,3,348,1987,1,0,0,0,0,29.61305,-3.23661
ETB11495,École 103-MAR,2020-2021,Marrakech-Safi,MAR,Youssoufia,Rural,Public,Primaire,18,167,2009,1,0,1,0,0,32.75239,-3.11611
ETB11496,Lycée 225-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Qualifiant,5,470,1994,0,1,0,1,0,34.16321,-7.50695
ETB11497,Lycée 470-MAR,2017-2018,Marrakech-Safi,MAR,Marrakech,Rural,Public,Qualifiant,4,483,2000,1,1,1,1,0,27.86945,-1.75699
ETB11498,Jardin 405-DRA,2021-2022,Drâa-Tafilalet,DRA,Tinghir,Urbain,Public,Préscolaire,30,44,1983,0,1,1,1,0,31.10326,-9.82225
ETB11499,École 66-CAS,2019-2020,Casablanca-Settat,CAS,El Jadida,Rural,Public,Primaire,16,361,1986,0,1,0,0,0,34.44423,-4.16138
ETB11500,OFPPT 96-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Public,Formation Professionnelle,15,332,1974,1,0,1,1,0,33.44668,-8.05318
ETB11501,École 437-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,23,295,1963,1,0,1,1,1,31.93471,-9.04778
ETB11502,Collège 31-TAN,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Collégial,30,436,1981,1,0,0,0,1,28.26393,-8.37844
ETB11503,Université 150-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Supérieur,18,1730,2009,0,0,0,1,1,35.75796,-5.42797
ETB11504,Lycée 286-BMK,2018-2019,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Public,Qualifiant,26,332,1977,1,0,1,1,1,28.77017,-2.3587
ETB11505,Collège 251-MAR,2022-2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Privé,Collégial,15,279,2020,0,0,0,0,0,28.98909,-2.91394
ETB11506,École 153-CAS,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Privé,Primaire,17,299,1992,0,1,1,1,1,29.22,-6.90258
ETB11507,Collège 102-FES,2021-2022,Fès-Meknès,FES,Moulay Yacoub,Urbain,Public,Collégial,32,411,2010,1,0,1,0,0,28.02332,-12.98901
ETB11508,Collège 108-FES,2022-2023,Fès-Meknès,FES,Séfrou,Urbain,Privé,Collégial,29,429,1989,1,0,1,0,0,32.92325,-5.55334
ETB11509,Lycée 370-CAS,2015-2016,Casablanca-Settat,CAS,Berrechid,Urbain,Privé,Qualifiant,20,362,1984,0,0,1,1,1,35.51886,-3.34904
ETB11510,Collège 120-SOU,2015-2016,Souss-Massa,SOU,Tiznit,Rural,Public,Collégial,13,352,1976,0,0,0,1,0,30.4514,-9.5491
ETB11511,Université 462-ORI,2017-2018,Oriental,ORI,Berkane,Rural,Privé,Supérieur,20,2446,2005,0,1,0,1,1,31.57486,-5.53745
ETB11512,École 232-MAR,2015-2016,Marrakech-Safi,MAR,Essaouira,Rural,Public,Primaire,30,478,1960,1,0,1,1,0,27.80572,-2.10578
ETB11513,Collège 309-TAN,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Public,Collégial,30,199,1980,0,0,0,0,0,30.65192,-11.27717
ETB11514,École 23-SOU,2018-2019,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Public,Primaire,5,305,1962,1,0,1,0,1,32.6719,-7.01218
ETB11515,École 164-DRA,2021-2022,Drâa-Tafilalet,DRA,Tinghir,Urbain,Public,Primaire,14,314,2005,0,1,0,0,1,28.85149,-12.30266
ETB11516,École 202-SOU,2018-2019,Souss-Massa,SOU,Tata,Urbain,Privé,Primaire,31,329,1967,1,1,1,0,0,28.35615,-3.0858
ETB11517,Collège 122-CAS,2021-2022,Casablanca-Settat,CAS,Settat,Urbain,Public,Collégial,16,322,1970,1,1,1,1,0,28.78457,-3.70237
ETB11518,École 94-LAA,2020-2021,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Urbain,Public,Primaire,13,451,1986,1,1,0,1,1,35.10516,-4.07059
ETB11519,École 376-SOU,2022-2023,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Public,Primaire,17,110,1979,0,1,1,1,0,33.94881,-8.11377
ETB11520,École 256-CAS,2015-2016,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Primaire,8,394,2016,0,1,1,0,0,30.4011,-3.59332
ETB11521,Collège 436-FES,2019-2020,Fès-Meknès,FES,Ifrane,Rural,Public,Collégial,13,473,1990,1,0,1,1,0,29.93213,-3.67437
ETB11522,Collège 414-MAR,2015-2016,Marrakech-Safi,MAR,Marrakech,Rural,Public,Collégial,10,570,1960,1,0,0,0,1,31.89357,-11.72646
ETB11523,École 78-MAR,2016-2017,Marrakech-Safi,MAR,Marrakech,Urbain,Public,Primaire,34,252,2010,1,0,0,0,1,32.89249,-10.38657
ETB11524,Collège 199-CAS,2015-2016,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Collégial,24,429,2005,1,0,0,1,1,28.19274,-11.0533
ETB11525,Collège 61-BMK,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Public,Collégial,15,505,1981,0,0,1,1,0,28.66496,-8.36914
ETB11526,Lycée 134-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Qualifiant,6,324,1998,1,1,0,0,1,28.40585,-10.65463
ETB11527,Collège 281-CAS,2015-2016,Casablanca-Settat,CAS,Mohammadia,Urbain,Public,Collégial,26,516,1979,1,0,1,1,0,32.59921,-7.04282
ETB11528,École 67-CAS,2021-2022,Casablanca-Settat,CAS,Berrechid,Rural,Public,Primaire,5,316,2010,1,0,0,1,1,29.76812,-1.92178
ETB11529,École 486-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Public,Primaire,21,229,2004,1,0,1,0,0,29.16837,-2.22581
ETB11530,École 339-CAS,2018-2019,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,15,209,2002,0,1,1,1,0,35.20337,-8.14719
ETB11531,Jardin 147-FES,2021-2022,Fès-Meknès,FES,Boulemane,Urbain,Public,Préscolaire,18,61,1993,1,0,1,0,1,29.42765,-6.8379
ETB11532,Collège 156-CAS,2018-2019,Casablanca-Settat,CAS,Settat,Rural,Public,Collégial,33,495,1969,1,0,0,1,0,32.99753,-1.69504
ETB11533,École 371-CAS,2017-2018,Casablanca-Settat,CAS,Benslimane,Rural,Public,Primaire,19,223,1978,1,1,1,0,0,27.72545,-10.04556
ETB11534,Jardin 236-TAN,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Préscolaire,18,32,1978,1,0,1,1,1,31.4886,-3.90407
ETB11535,Collège 182-TAN,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Public,Collégial,14,678,1960,1,1,1,1,0,34.57807,-11.84179
ETB11536,École 447-ORI,2018-2019,Oriental,ORI,Oujda-Angad,Rural,Public,Primaire,7,375,1961,0,0,0,0,0,33.91205,-4.13295
ETB11537,Collège 141-TAN,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Public,Collégial,29,402,1980,0,1,1,1,0,31.86945,-10.7809
ETB11538,Lycée 78-TAN,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Public,Qualifiant,10,484,1984,1,1,0,1,1,33.12607,-10.01977
ETB11539,École 448-CAS,2015-2016,Casablanca-Settat,CAS,Settat,Urbain,Public,Primaire,24,518,2009,0,0,0,0,0,30.29246,-7.45426
ETB11540,Université 273-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Supérieur,21,2862,2021,0,0,0,0,0,30.07831,-6.24762
ETB11541,Université 221-FES,2019-2020,Fès-Meknès,FES,Ifrane,Rural,Public,Supérieur,6,2454,2010,1,0,1,0,1,30.8355,-12.62173
ETB11542,École 485-ORI,2022-2023,Oriental,ORI,Taourirt,Urbain,Privé,Primaire,20,351,1986,1,1,1,1,0,29.17734,-5.89396
ETB11543,École 272-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,32,394,1973,1,0,0,0,0,31.2707,-11.84827
ETB11544,École 459-FES,2016-2017,Fès-Meknès,FES,Taounate,Rural,Public,Primaire,4,345,2008,0,1,0,1,1,32.89547,-11.9614
ETB11545,École 346-CAS,2018-2019,Casablanca-Settat,CAS,El Jadida,Rural,Privé,Primaire,20,304,2020,1,0,1,0,0,33.25478,-3.52662
ETB11546,Lycée 271-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Privé,Qualifiant,29,247,1977,1,0,1,1,0,27.75206,-1.74141
ETB11547,Collège 365-CAS,2019-2020,Casablanca-Settat,CAS,Settat,Urbain,Public,Collégial,12,532,2017,0,0,1,1,1,33.14107,-10.57137
ETB11548,École 273-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Primaire,13,318,1995,1,0,0,1,1,28.35846,-3.06027
ETB11549,École 212-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Public,Primaire,9,295,2018,1,0,1,1,1,31.25432,-6.21815
ETB11550,École 445-CAS,2019-2020,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Primaire,8,349,1973,1,0,0,1,0,32.48501,-4.67503
ETB11551,École 434-MAR,2021-2022,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Privé,Primaire,31,282,2019,1,1,0,1,0,28.64579,-10.48371
ETB11552,École 397-ORI,2023-2024,Oriental,ORI,Guercif,Rural,Privé,Primaire,5,408,1993,1,0,1,1,0,32.8308,-9.84169
ETB11553,Collège 294-FES,2020-2021,Fès-Meknès,FES,Meknès,Rural,Public,Collégial,28,399,2000,1,0,1,1,1,32.88123,-9.26312
ETB11554,Jardin 167-CAS,2023-2024,Casablanca-Settat,CAS,Mohammadia,Rural,Public,Préscolaire,28,47,2013,1,0,1,1,1,30.99977,-9.09294
ETB11555,Collège 262-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Public,Collégial,24,475,1980,1,1,0,1,0,28.98045,-8.83102
ETB11556,Lycée 159-CAS,2022-2023,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Qualifiant,16,395,1998,1,1,1,1,1,31.78852,-10.5596
ETB11557,Collège 264-ORI,2017-2018,Oriental,ORI,Jerada,Urbain,Public,Collégial,10,393,1971,0,0,1,1,1,31.6989,-10.37858
ETB11558,Lycée 68-FES,2022-2023,Fès-Meknès,FES,Ifrane,Rural,Public,Qualifiant,28,448,1995,1,0,0,0,0,33.3581,-8.55235
ETB11559,Lycée 31-CAS,2019-2020,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Qualifiant,34,503,2011,1,1,1,0,1,28.80042,-11.96638
ETB11560,Lycée 174-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Public,Qualifiant,16,459,1995,0,0,0,1,0,30.68765,-3.16687
ETB11561,École 127-CAS,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Public,Primaire,14,411,2011,1,1,1,1,1,33.55714,-8.17051
ETB11562,École 258-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Public,Primaire,8,172,1968,0,0,1,1,1,32.10698,-6.24937
ETB11563,Collège 471-CAS,2022-2023,Casablanca-Settat,CAS,Casablanca,Rural,Public,Collégial,4,265,1978,1,1,1,0,0,35.81616,-12.82902
ETB11564,Collège 209-CAS,2017-2018,Casablanca-Settat,CAS,Khouribga,Rural,Public,Collégial,32,496,2020,1,0,0,1,1,32.21105,-3.11294
ETB11565,École 80-MAR,2019-2020,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,18,279,2001,0,1,0,1,0,34.55618,-10.55459
ETB11566,Collège 131-DRA,2016-2017,Drâa-Tafilalet,DRA,Midelt,Urbain,Public,Collégial,10,506,1968,1,0,0,1,0,28.03897,-2.96347
ETB11567,Collège 335-CAS,2018-2019,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Collégial,26,642,1987,0,0,1,0,0,28.57492,-13.13654
ETB11568,Collège 242-MAR,2021-2022,Marrakech-Safi,MAR,Chichaoua,Rural,Public,Collégial,33,431,1995,0,0,1,1,0,29.36345,-9.21334
ETB11569,École 139-CAS,2017-2018,Casablanca-Settat,CAS,Benslimane,Rural,Public,Primaire,24,386,2019,1,1,0,0,0,29.64352,-4.49513
ETB11570,École 347-MAR,2015-2016,Marrakech-Safi,MAR,Youssoufia,Rural,Public,Primaire,4,195,1976,0,0,0,1,1,28.76175,-9.1126
ETB11571,École 196-MAR,2023-2024,Marrakech-Safi,MAR,Essaouira,Urbain,Privé,Primaire,21,359,1974,1,0,0,1,0,33.42159,-7.59586
ETB11572,Collège 195-SOU,2021-2022,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Public,Collégial,8,355,2005,0,0,0,1,0,34.25274,-6.8612
ETB11573,OFPPT 382-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Formation Professionnelle,10,368,1995,1,1,0,0,0,32.04054,-3.90656
ETB11574,École 323-FES,2017-2018,Fès-Meknès,FES,Meknès,Urbain,Public,Primaire,5,410,1961,0,0,0,0,1,28.46843,-8.39978
ETB11575,Jardin 282-FES,2022-2023,Fès-Meknès,FES,Meknès,Urbain,Public,Préscolaire,4,73,2007,0,0,1,1,1,28.60088,-11.1905
ETB11576,École 322-MAR,2020-2021,Marrakech-Safi,MAR,Essaouira,Rural,Public,Primaire,7,351,1998,0,0,0,1,1,31.24115,-10.06221
ETB11577,Jardin 410-FES,2018-2019,Fès-Meknès,FES,Ifrane,Urbain,Privé,Préscolaire,10,78,1973,0,0,1,1,0,28.74447,-12.79587
ETB11578,Lycée 338-SOU,2021-2022,Souss-Massa,SOU,Taroudannt,Urbain,Public,Qualifiant,21,366,2003,1,0,0,1,0,34.29255,-7.10063
ETB11579,Collège 424-MAR,2023-2024,Marrakech-Safi,MAR,Youssoufia,Rural,Privé,Collégial,25,544,1983,0,0,1,1,0,30.28528,-1.36886
ETB11580,Collège 71-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Public,Collégial,29,467,2019,0,1,1,0,1,28.57067,-3.29379
ETB11581,Université 269-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Privé,Supérieur,8,3333,1972,1,1,1,1,0,34.58046,-5.95636
