id_abandon,annee_scolaire,region,code_region,province,milieu,cycle,niveau_classe,genre,age_abandon,motif_principal,distance_etablissement,revenu_menage_mensuel,nb_enfants_menage,parent_analphabete,retour_ecole
AB402232,2018-2019,Casablanca-Settat,CAS,Berrechid,Urbain,Collégial,Année 2,Masculin,15,Travail enfant,1–5 km,2000-4000 MAD,4,1,0
AB402233,2018-2019,Oriental,ORI,Figuig,Rural,Collégial,Année 3,Féminin,15,Difficultés scolaires,> 15 km,2000-4000 MAD,4,0,1
AB402234,2018-2019,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Qualifiant,Année 2,Masculin,17,Difficultés économiques,> 15 km,< 2000 MAD,3,0,0
AB402235,2021-2022,Fès-Meknès,FES,Séfrou,Rural,Collégial,Année 3,Masculin,14,Difficultés économiques,5–15 km,2000-4000 MAD,2,1,1
AB402236,2015-2016,Marrakech-Safi,MAR,Marrakech,Rural,Collégial,Année 1,Féminin,13,Éloignement de l'établissement,< 1 km,< 2000 MAD,6,1,0
AB402237,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Collégial,Année 3,Féminin,14,Difficultés économiques,1–5 km,< 2000 MAD,1,1,0
AB402238,2017-2018,Fès-Meknès,FES,Taounate,Rural,Qualifiant,Année 1,Féminin,16,Autre,< 1 km,< 2000 MAD,5,1,0
AB402239,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Collégial,Année 1,Masculin,13,Difficultés scolaires,1–5 km,4000-7000 MAD,3,0,0
AB402240,2016-2017,Casablanca-Settat,CAS,Khouribga,Rural,Collégial,Année 1,Masculin,14,Difficultés économiques,1–5 km,2000-4000 MAD,2,0,0
AB402241,2021-2022,Drâa-Tafilalet,DRA,Zagora,Rural,Collégial,Année 1,Féminin,13,Éloignement de l'établissement,1–5 km,> 7000 MAD,5,1,1
AB402242,2015-2016,Casablanca-Settat,CAS,Benslimane,Rural,Collégial,Année 2,Masculin,14,Éloignement de l'établissement,< 1 km,2000-4000 MAD,8,1,1
AB402243,2015-2016,Guelmim-Oued Noun,GUE,Tan-Tan,Rural,Primaire,Année 3,Masculin,11,Travail enfant,1–5 km,2000-4000 MAD,3,1,0
AB402244,2019-2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Collégial,Année 1,Masculin,14,Éloignement de l'établissement,1–5 km,2000-4000 MAD,5,1,0
AB402245,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Collégial,Année 1,Masculin,13,Mariage précoce,1–5 km,2000-4000 MAD,7,0,0
AB402246,2015-2016,Fès-Meknès,FES,Boulemane,Urbain,Collégial,Année 3,Masculin,15,Travail enfant,< 1 km,2000-4000 MAD,4,0,0
AB402247,2022-2023,Casablanca-Settat,CAS,Mohammadia,Rural,Collégial,Année 3,Masculin,14,Difficultés scolaires,5–15 km,2000-4000 MAD,8,0,1
AB402248,2015-2016,Oriental,ORI,Driouch,Rural,Collégial,Année 3,Masculin,15,Difficultés scolaires,< 1 km,4000-7000 MAD,8,0,1
AB402249,2020-2021,Fès-Meknès,FES,Fès,Rural,Collégial,Année 2,Masculin,13,Difficultés économiques,1–5 km,4000-7000 MAD,2,1,0
AB402250,2021-2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Qualifiant,Année 1,Masculin,16,Travail enfant,> 15 km,2000-4000 MAD,1,1,1
AB402251,2019-2020,Fès-Meknès,FES,Boulemane,Urbain,Primaire,Année 3,Féminin,10,Travail enfant,5–15 km,2000-4000 MAD,5,0,0
AB402252,2019-2020,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Collégial,Année 3,Masculin,15,Difficultés économiques,5–15 km,2000-4000 MAD,6,0,0
AB402253,2022-2023,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Qualifiant,Année 1,Féminin,18,Éloignement de l'établissement,< 1 km,2000-4000 MAD,2,1,0
AB402254,2015-2016,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Qualifiant,Année 2,Masculin,18,Mariage précoce,1–5 km,2000-4000 MAD,2,1,0
AB402255,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Collégial,Année 1,Féminin,14,Mariage précoce,> 15 km,< 2000 MAD,3,1,1
AB402256,2018-2019,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Collégial,Année 2,Masculin,13,Mariage précoce,< 1 km,2000-4000 MAD,3,0,0
AB402257,2015-2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Qualifiant,Année 1,Féminin,16,Grossesse,< 1 km,2000-4000 MAD,8,0,0
AB402258,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Primaire,Année 4,Féminin,7,Manque d'infrastructures,1–5 km,< 2000 MAD,7,1,0
AB402259,2020-2021,Fès-Meknès,FES,Ifrane,Rural,Qualifiant,Année 1,Féminin,16,Mariage précoce,5–15 km,4000-7000 MAD,6,1,0
AB402260,2015-2016,Fès-Meknès,FES,Moulay Yacoub,Urbain,Collégial,Année 3,Féminin,15,Difficultés économiques,< 1 km,2000-4000 MAD,7,0,0
AB402261,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Primaire,Année 5,Féminin,8,Difficultés économiques,> 15 km,> 7000 MAD,3,0,0
AB402262,2021-2022,Souss-Massa,SOU,Taroudannt,Rural,Collégial,Année 2,Féminin,13,Mariage précoce,1–5 km,2000-4000 MAD,7,0,1
AB402263,2020-2021,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Qualifiant,Année 1,Féminin,17,Éloignement de l'établissement,1–5 km,> 7000 MAD,6,0,0
AB402264,2016-2017,Drâa-Tafilalet,DRA,Midelt,Urbain,Collégial,Année 1,Masculin,14,Éloignement de l'établissement,< 1 km,> 7000 MAD,5,1,0
AB402265,2023-2024,Fès-Meknès,FES,Boulemane,Urbain,Qualifiant,Année 1,Féminin,17,Mariage précoce,< 1 km,2000-4000 MAD,3,0,0
AB402266,2021-2022,Oriental,ORI,Nador,Rural,Primaire,Année 5,Féminin,8,Mariage précoce,< 1 km,< 2000 MAD,8,1,0
AB402267,2023-2024,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Qualifiant,Année 2,Masculin,18,Difficultés scolaires,5–15 km,2000-4000 MAD,3,1,0
AB402268,2017-2018,Marrakech-Safi,MAR,Essaouira,Urbain,Qualifiant,Année 3,Masculin,18,Grossesse,> 15 km,4000-7000 MAD,6,1,0
AB402269,2016-2017,Béni Mellal-Khénifra,BMK,Azilal,Rural,Collégial,Année 2,Féminin,14,Éloignement de l'établissement,1–5 km,< 2000 MAD,3,1,0
AB402270,2022-2023,Fès-Meknès,FES,Moulay Yacoub,Rural,Primaire,Année 2,Féminin,9,Handicap,< 1 km,4000-7000 MAD,3,1,1
AB402271,2017-2018,Marrakech-Safi,MAR,Safi,Urbain,Collégial,Année 2,Masculin,13,Mariage précoce,< 1 km,2000-4000 MAD,5,1,1
AB402272,2016-2017,Oriental,ORI,Nador,Urbain,Qualifiant,Année 2,Masculin,18,Éloignement de l'établissement,< 1 km,2000-4000 MAD,4,1,0
AB402273,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Qualifiant,Année 2,Féminin,17,Difficultés économiques,> 15 km,> 7000 MAD,7,0,0
AB402274,2017-2018,Oriental,ORI,Taourirt,Urbain,Primaire,Année 3,Masculin,7,Travail enfant,5–15 km,< 2000 MAD,2,1,0
AB402275,2017-2018,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Primaire,Année 2,Masculin,10,Manque d'infrastructures,< 1 km,2000-4000 MAD,4,0,0
AB402276,2021-2022,Fès-Meknès,FES,Taounate,Rural,Primaire,Année 2,Masculin,9,Manque d'infrastructures,1–5 km,> 7000 MAD,4,1,0
AB402277,2018-2019,Marrakech-Safi,MAR,Chichaoua,Rural,Qualifiant,Année 3,Féminin,16,Difficultés scolaires,5–15 km,4000-7000 MAD,8,1,0
AB402278,2023-2024,Casablanca-Settat,CAS,Berrechid,Urbain,Collégial,Année 1,Féminin,15,Difficultés scolaires,1–5 km,< 2000 MAD,2,1,1
AB402279,2019-2020,Souss-Massa,SOU,Tiznit,Rural,Primaire,Année 4,Féminin,8,Éloignement de l'établissement,1–5 km,2000-4000 MAD,3,0,1
AB402280,2018-2019,Oriental,ORI,Taourirt,Rural,Qualifiant,Année 3,Masculin,18,Mariage précoce,< 1 km,2000-4000 MAD,8,0,1
AB402281,2018-2019,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Urbain,Collégial,Année 3,Féminin,13,Difficultés scolaires,5–15 km,> 7000 MAD,1,1,1
AB402282,2022-2023,Casablanca-Settat,CAS,Benslimane,Rural,Qualifiant,Année 1,Masculin,17,Mariage précoce,< 1 km,2000-4000 MAD,4,1,1
AB402283,2017-2018,Béni Mellal-Khénifra,BMK,Azilal,Rural,Qualifiant,Année 2,Masculin,16,Éloignement de l'établissement,5–15 km,< 2000 MAD,8,0,0
AB402284,2018-2019,Casablanca-Settat,CAS,Casablanca,Rural,Primaire,Année 1,Féminin,10,Éloignement de l'établissement,5–15 km,4000-7000 MAD,7,1,0
AB402285,2017-2018,Fès-Meknès,FES,Meknès,Rural,Collégial,Année 1,Féminin,15,Difficultés économiques,1–5 km,2000-4000 MAD,8,0,0
AB402286,2020-2021,Marrakech-Safi,MAR,Al Haouz,Urbain,Qualifiant,Année 3,Masculin,16,Éloignement de l'établissement,1–5 km,4000-7000 MAD,3,1,1
AB402287,2015-2016,Marrakech-Safi,MAR,Marrakech,Rural,Primaire,Année 4,Féminin,10,Travail enfant,< 1 km,2000-4000 MAD,7,1,1
AB402288,2017-2018,Fès-Meknès,FES,Fès,Rural,Collégial,Année 2,Masculin,14,Éloignement de l'établissement,1–5 km,2000-4000 MAD,8,0,0
AB402289,2022-2023,Fès-Meknès,FES,Fès,Rural,Qualifiant,Année 3,Féminin,18,Travail enfant,> 15 km,2000-4000 MAD,1,0,0
AB402290,2016-2017,Casablanca-Settat,CAS,Berrechid,Rural,Collégial,Année 2,Féminin,14,Manque d'infrastructures,< 1 km,4000-7000 MAD,3,0,0
AB402291,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Primaire,Année 1,Féminin,10,Mariage précoce,5–15 km,4000-7000 MAD,6,1,0
AB402292,2016-2017,Marrakech-Safi,MAR,Al Haouz,Rural,Primaire,Année 4,Masculin,7,Travail enfant,> 15 km,> 7000 MAD,3,1,0
AB402293,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Qualifiant,Année 3,Masculin,18,Éloignement de l'établissement,< 1 km,2000-4000 MAD,4,1,1
AB402294,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Primaire,Année 1,Masculin,8,Difficultés scolaires,1–5 km,4000-7000 MAD,6,0,0
AB402295,2021-2022,Marrakech-Safi,MAR,Essaouira,Urbain,Primaire,Année 1,Féminin,11,Difficultés économiques,> 15 km,< 2000 MAD,2,0,1
AB402296,2020-2021,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Rural,Primaire,Année 4,Féminin,12,Difficultés scolaires,< 1 km,> 7000 MAD,6,0,0
AB402297,2016-2017,Marrakech-Safi,MAR,Essaouira,Rural,Primaire,Année 4,Masculin,11,Éloignement de l'établissement,1–5 km,< 2000 MAD,3,1,0
AB402298,2020-2021,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Collégial,Année 3,Masculin,15,Éloignement de l'établissement,< 1 km,4000-7000 MAD,4,1,0
AB402299,2021-2022,Casablanca-Settat,CAS,Settat,Rural,Qualifiant,Année 2,Masculin,16,Mariage précoce,< 1 km,2000-4000 MAD,5,0,0
AB402300,2017-2018,Casablanca-Settat,CAS,El Jadida,Rural,Qualifiant,Année 2,Féminin,18,Mariage précoce,< 1 km,2000-4000 MAD,7,1,0
AB402301,2015-2016,Oriental,ORI,Guercif,Urbain,Collégial,Année 3,Masculin,13,Difficultés économiques,5–15 km,4000-7000 MAD,7,0,0
AB402302,2019-2020,Fès-Meknès,FES,Séfrou,Urbain,Collégial,Année 1,Féminin,15,Manque d'infrastructures,< 1 km,> 7000 MAD,3,0,1
AB402303,2019-2020,Casablanca-Settat,CAS,Berrechid,Urbain,Collégial,Année 2,Féminin,15,Difficultés économiques,1–5 km,2000-4000 MAD,5,1,1
AB402304,2021-2022,Oriental,ORI,Driouch,Urbain,Collégial,Année 1,Masculin,15,Manque d'infrastructures,< 1 km,2000-4000 MAD,3,1,0
AB402305,2018-2019,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Collégial,Année 2,Masculin,15,Mariage précoce,5–15 km,4000-7000 MAD,3,0,1
AB402306,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Collégial,Année 2,Masculin,14,Éloignement de l'établissement,< 1 km,2000-4000 MAD,1,0,0
AB402307,2020-2021,Casablanca-Settat,CAS,Settat,Urbain,Qualifiant,Année 1,Masculin,17,Éloignement de l'établissement,5–15 km,4000-7000 MAD,5,0,0
AB402308,2018-2019,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 2,Masculin,15,Mariage précoce,< 1 km,> 7000 MAD,5,1,0
AB402309,2018-2019,Drâa-Tafilalet,DRA,Midelt,Urbain,Qualifiant,Année 3,Masculin,17,Difficultés économiques,< 1 km,2000-4000 MAD,3,1,0
AB402310,2015-2016,Marrakech-Safi,MAR,Al Haouz,Urbain,Collégial,Année 2,Masculin,15,Difficultés économiques,5–15 km,< 2000 MAD,6,1,1
AB402311,2022-2023,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Collégial,Année 1,Féminin,15,Éloignement de l'établissement,> 15 km,> 7000 MAD,4,1,0
AB402312,2016-2017,Fès-Meknès,FES,El Hajeb,Urbain,Collégial,Année 1,Masculin,15,Mariage précoce,< 1 km,4000-7000 MAD,7,0,1
AB402313,2018-2019,Casablanca-Settat,CAS,Berrechid,Rural,Primaire,Année 6,Féminin,7,Difficultés économiques,< 1 km,< 2000 MAD,4,1,0
AB402314,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Primaire,Année 4,Féminin,12,Difficultés scolaires,5–15 km,> 7000 MAD,7,0,0
AB402315,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Collégial,Année 3,Féminin,15,Difficultés économiques,1–5 km,2000-4000 MAD,2,1,0
AB402316,2017-2018,Casablanca-Settat,CAS,Benslimane,Rural,Collégial,Année 3,Féminin,15,Travail enfant,5–15 km,4000-7000 MAD,7,0,0
AB402317,2020-2021,Casablanca-Settat,CAS,Casablanca,Rural,Collégial,Année 1,Féminin,14,Difficultés scolaires,< 1 km,2000-4000 MAD,7,1,1
AB402318,2017-2018,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Collégial,Année 3,Masculin,14,Travail enfant,< 1 km,< 2000 MAD,5,0,0
AB402319,2022-2023,Casablanca-Settat,CAS,Casablanca,Urbain,Primaire,Année 4,Féminin,7,Difficultés économiques,> 15 km,< 2000 MAD,2,1,0
AB402320,2022-2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Qualifiant,Année 2,Féminin,18,Grossesse,1–5 km,< 2000 MAD,5,1,1
AB402321,2015-2016,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Primaire,Année 4,Féminin,12,Difficultés scolaires,> 15 km,4000-7000 MAD,6,1,0
AB402322,2021-2022,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Collégial,Année 1,Féminin,15,Difficultés scolaires,< 1 km,> 7000 MAD,1,0,0
AB402323,2015-2016,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Qualifiant,Année 1,Masculin,16,Mariage précoce,1–5 km,2000-4000 MAD,5,0,1
AB402324,2023-2024,Marrakech-Safi,MAR,Chichaoua,Rural,Primaire,Année 4,Féminin,8,Éloignement de l'établissement,< 1 km,< 2000 MAD,2,0,1
AB402325,2021-2022,Casablanca-Settat,CAS,Berrechid,Rural,Qualifiant,Année 1,Masculin,16,Travail enfant,5–15 km,2000-4000 MAD,7,1,0
AB402326,2020-2021,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Qualifiant,Année 1,Féminin,16,Éloignement de l'établissement,< 1 km,2000-4000 MAD,1,0,0
AB402327,2016-2017,Marrakech-Safi,MAR,Essaouira,Rural,Primaire,Année 4,Masculin,12,Éloignement de l'établissement,1–5 km,< 2000 MAD,8,1,1
AB402328,2015-2016,Souss-Massa,SOU,Tata,Rural,Collégial,Année 1,Féminin,13,Éloignement de l'établissement,< 1 km,2000-4000 MAD,7,1,0
AB402329,2020-2021,Souss-Massa,SOU,Tata,Rural,Qualifiant,Année 2,Féminin,16,Éloignement de l'établissement,1–5 km,< 2000 MAD,6,1,1
AB402330,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Collégial,Année 2,Masculin,13,Autre,5–15 km,< 2000 MAD,8,1,0
AB402331,2016-2017,Casablanca-Settat,CAS,Mohammadia,Urbain,Collégial,Année 3,Masculin,14,Difficultés scolaires,< 1 km,2000-4000 MAD,2,1,0
AB402332,2023-2024,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Collégial,Année 2,Masculin,14,Travail enfant,< 1 km,4000-7000 MAD,6,1,0
AB402333,2017-2018,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Primaire,Année 5,Féminin,9,Mariage précoce,< 1 km,4000-7000 MAD,6,0,1
AB402334,2019-2020,Fès-Meknès,FES,El Hajeb,Rural,Primaire,Année 1,Féminin,9,Éloignement de l'établissement,1–5 km,< 2000 MAD,5,1,1
AB402335,2018-2019,Fès-Meknès,FES,Moulay Yacoub,Rural,Primaire,Année 5,Masculin,10,Handicap,1–5 km,2000-4000 MAD,8,1,0
AB402336,2015-2016,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Qualifiant,Année 3,Féminin,17,Handicap,1–5 km,4000-7000 MAD,2,0,0
AB402337,2020-2021,Casablanca-Settat,CAS,Settat,Rural,Collégial,Année 2,Féminin,13,Manque d'infrastructures,< 1 km,4000-7000 MAD,5,1,1
AB402338,2019-2020,Casablanca-Settat,CAS,Berrechid,Rural,Collégial,Année 2,Masculin,13,Difficultés économiques,< 1 km,> 7000 MAD,6,0,0
AB402339,2015-2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Primaire,Année 5,Masculin,8,Mariage précoce,5–15 km,4000-7000 MAD,5,1,1
AB402340,2022-2023,Casablanca-Settat,CAS,Benslimane,Urbain,Collégial,Année 2,Masculin,15,Autre,< 1 km,> 7000 MAD,8,0,0
AB402341,2022-2023,Oriental,ORI,Jerada,Rural,Qualifiant,Année 2,Masculin,17,Difficultés scolaires,< 1 km,< 2000 MAD,1,0,0
AB402342,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Collégial,Année 2,Masculin,14,Grossesse,5–15 km,2000-4000 MAD,4,1,0
AB402343,2020-2021,Béni Mellal-Khénifra,BMK,Azilal,Rural,Primaire,Année 2,Féminin,8,Travail enfant,< 1 km,2000-4000 MAD,4,1,0
AB402344,2015-2016,Casablanca-Settat,CAS,Settat,Rural,Qualifiant,Année 3,Féminin,18,Difficultés économiques,1–5 km,4000-7000 MAD,3,1,1
AB402345,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Primaire,Année 4,Féminin,11,Handicap,< 1 km,< 2000 MAD,5,0,0
AB402346,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Collégial,Année 1,Féminin,13,Éloignement de l'établissement,< 1 km,4000-7000 MAD,2,1,1
AB402347,2021-2022,Marrakech-Safi,MAR,Youssoufia,Rural,Primaire,Année 5,Féminin,9,Difficultés économiques,5–15 km,4000-7000 MAD,3,0,0
AB402348,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Collégial,Année 2,Masculin,14,Autre,> 15 km,< 2000 MAD,2,0,1
AB402349,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Qualifiant,Année 1,Féminin,16,Difficultés scolaires,> 15 km,2000-4000 MAD,3,1,1
AB402350,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Collégial,Année 3,Masculin,13,Difficultés économiques,< 1 km,4000-7000 MAD,6,1,0
AB402351,2023-2024,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 2,Féminin,14,Difficultés scolaires,5–15 km,< 2000 MAD,2,0,1
AB402352,2021-2022,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Primaire,Année 1,Féminin,7,Difficultés scolaires,< 1 km,< 2000 MAD,5,0,0
AB402353,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Qualifiant,Année 1,Féminin,16,Travail enfant,1–5 km,> 7000 MAD,6,1,0
AB402354,2017-2018,Drâa-Tafilalet,DRA,Zagora,Urbain,Collégial,Année 3,Masculin,13,Difficultés scolaires,1–5 km,> 7000 MAD,5,0,1
AB402355,2022-2023,Casablanca-Settat,CAS,Benslimane,Rural,Collégial,Année 3,Féminin,13,Éloignement de l'établissement,< 1 km,4000-7000 MAD,5,1,0
AB402356,2019-2020,Casablanca-Settat,CAS,Benslimane,Rural,Primaire,Année 3,Masculin,9,Mariage précoce,1–5 km,2000-4000 MAD,3,0,0
AB402357,2018-2019,Fès-Meknès,FES,El Hajeb,Urbain,Qualifiant,Année 3,Féminin,16,Difficultés économiques,> 15 km,> 7000 MAD,8,0,1
AB402358,2020-2021,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Collégial,Année 3,Masculin,14,Travail enfant,< 1 km,4000-7000 MAD,7,1,0
AB402359,2020-2021,Souss-Massa,SOU,Tiznit,Urbain,Collégial,Année 2,Masculin,13,Travail enfant,5–15 km,< 2000 MAD,8,0,1
AB402360,2016-2017,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Qualifiant,Année 3,Masculin,18,Travail enfant,5–15 km,< 2000 MAD,1,0,1
AB402361,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Rural,Primaire,Année 3,Masculin,11,Difficultés scolaires,5–15 km,> 7000 MAD,6,1,0
AB402362,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Collégial,Année 3,Féminin,13,Difficultés scolaires,5–15 km,2000-4000 MAD,7,0,0
AB402363,2017-2018,Marrakech-Safi,MAR,Youssoufia,Rural,Collégial,Année 3,Féminin,15,Autre,> 15 km,< 2000 MAD,3,0,0
AB402364,2017-2018,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Primaire,Année 1,Masculin,7,Difficultés économiques,1–5 km,< 2000 MAD,4,1,0
AB402365,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Collégial,Année 2,Féminin,15,Difficultés économiques,5–15 km,4000-7000 MAD,8,1,0
AB402366,2018-2019,Béni Mellal-Khénifra,BMK,Azilal,Rural,Qualifiant,Année 1,Féminin,18,Grossesse,1–5 km,2000-4000 MAD,8,0,0
AB402367,2016-2017,Marrakech-Safi,MAR,Marrakech,Rural,Collégial,Année 2,Féminin,13,Mariage précoce,< 1 km,2000-4000 MAD,8,1,0
AB402368,2016-2017,Marrakech-Safi,MAR,Al Haouz,Rural,Collégial,Année 2,Masculin,14,Difficultés scolaires,1–5 km,< 2000 MAD,4,1,0
AB402369,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Collégial,Année 3,Masculin,13,Mariage précoce,1–5 km,> 7000 MAD,5,1,0
AB402370,2015-2016,Casablanca-Settat,CAS,Settat,Rural,Qualifiant,Année 2,Masculin,18,Handicap,5–15 km,> 7000 MAD,3,1,0
AB402371,2016-2017,Marrakech-Safi,MAR,Chichaoua,Rural,Primaire,Année 6,Féminin,7,Mariage précoce,1–5 km,4000-7000 MAD,8,0,0
AB402372,2022-2023,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Collégial,Année 3,Masculin,15,Difficultés économiques,5–15 km,2000-4000 MAD,8,1,0
AB402373,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Collégial,Année 3,Masculin,15,Difficultés scolaires,1–5 km,4000-7000 MAD,7,0,0
AB402374,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Collégial,Année 2,Masculin,15,Mariage précoce,1–5 km,< 2000 MAD,7,1,0
AB402375,2016-2017,Casablanca-Settat,CAS,Khouribga,Urbain,Qualifiant,Année 3,Féminin,17,Mariage précoce,5–15 km,2000-4000 MAD,5,0,0
AB402376,2022-2023,Marrakech-Safi,MAR,Marrakech,Urbain,Primaire,Année 6,Masculin,9,Difficultés économiques,1–5 km,2000-4000 MAD,8,1,0
AB402377,2016-2017,Fès-Meknès,FES,Taza,Rural,Qualifiant,Année 3,Masculin,17,Difficultés scolaires,1–5 km,2000-4000 MAD,4,1,0
AB402378,2022-2023,Fès-Meknès,FES,Taounate,Urbain,Collégial,Année 1,Féminin,13,Travail enfant,1–5 km,2000-4000 MAD,6,1,0
AB402379,2022-2023,Casablanca-Settat,CAS,Khouribga,Urbain,Collégial,Année 1,Masculin,13,Mariage précoce,< 1 km,4000-7000 MAD,2,1,0
AB402380,2021-2022,Marrakech-Safi,MAR,Al Haouz,Rural,Primaire,Année 1,Féminin,7,Travail enfant,1–5 km,> 7000 MAD,5,1,0
AB402381,2015-2016,Casablanca-Settat,CAS,Settat,Rural,Qualifiant,Année 2,Masculin,18,Éloignement de l'établissement,> 15 km,2000-4000 MAD,8,1,1
AB402382,2018-2019,Drâa-Tafilalet,DRA,Tinghir,Rural,Qualifiant,Année 1,Masculin,16,Mariage précoce,5–15 km,> 7000 MAD,2,1,0
AB402383,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Primaire,Année 1,Masculin,12,Travail enfant,> 15 km,4000-7000 MAD,5,0,1
AB402384,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Collégial,Année 2,Féminin,14,Éloignement de l'établissement,1–5 km,4000-7000 MAD,1,0,1
AB402385,2019-2020,Casablanca-Settat,CAS,El Jadida,Rural,Collégial,Année 3,Masculin,13,Travail enfant,5–15 km,4000-7000 MAD,1,0,0
AB402386,2015-2016,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Urbain,Collégial,Année 2,Masculin,13,Difficultés scolaires,1–5 km,2000-4000 MAD,1,0,0
AB402387,2015-2016,Marrakech-Safi,MAR,Marrakech,Urbain,Qualifiant,Année 3,Féminin,18,Mariage précoce,1–5 km,4000-7000 MAD,6,1,0
AB402388,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Collégial,Année 1,Masculin,15,Manque d'infrastructures,5–15 km,> 7000 MAD,8,1,0
AB402389,2016-2017,Fès-Meknès,FES,Boulemane,Rural,Qualifiant,Année 1,Masculin,18,Difficultés scolaires,> 15 km,2000-4000 MAD,6,1,0
AB402390,2015-2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Collégial,Année 2,Masculin,13,Difficultés économiques,1–5 km,2000-4000 MAD,7,0,0
AB402391,2015-2016,Casablanca-Settat,CAS,Benslimane,Rural,Collégial,Année 1,Féminin,13,Éloignement de l'établissement,< 1 km,4000-7000 MAD,2,1,1
AB402392,2020-2021,Casablanca-Settat,CAS,Berrechid,Urbain,Collégial,Année 3,Masculin,13,Difficultés économiques,1–5 km,< 2000 MAD,1,0,1
